,Ticker,Date,Headline,Sentiment
155,AAPL,"Wed, 18 Apr 2018 20:00:00 -0400",Mizuho's Lamba Downgrades Apple After 'Lackluster Demand',0
156,AMZN,"Tue, 17 Apr 2018 20:00:00 -0400",Amazon's Bezos Reveals Company Has Topped 100 Million Prime Members,0
157,TSLA,"Tue, 17 Apr 2018 20:00:00 -0400",Tesla Looks Like One Hot Mess,0
158,AMZN,"Tue, 17 Apr 2018 20:00:00 -0400",Trump vs. Amazon: A personal vendetta against Jeff Bezos?,0
159,FB,"Tue, 17 Apr 2018 20:00:00 -0400",What Facebook is doing in Europe may be example to follow in US: Rep. Carter,0
160,NFLX,"Mon, 16 Apr 2018 20:00:00 -0400","Cash Burn 'Not a Concern' for Netflix, Says Helfstein",0
161,TSLA,"Mon, 16 Apr 2018 20:00:00 -0400",Tesla Halts Model 3 Production,0
162,FB,"Mon, 16 Apr 2018 20:00:00 -0400",New Push To Nominate New Chairman At Facebook,0
163,AMZN,"Mon, 16 Apr 2018 20:00:00 -0400",Amazon's model is monopolistic: John Burnett,0
164,FB,"Mon, 16 Apr 2018 20:00:00 -0400","Microsoft, Facebook Pledge to Protect Customers From Cyberattacks",0
165,MSFT,"Mon, 16 Apr 2018 20:00:00 -0400","Microsoft, Facebook Pledge to Protect Customers From Cyberattacks",0
166,TSLA,"Mon, 16 Apr 2018 20:00:00 -0400",Tesla Pauses Model 3 Production To Focus On Automation,0
167,NFLX,"Mon, 16 Apr 2018 20:00:00 -0400",Why Skechers And General Electric Could See Huge Moves On,0
168,NFLX,"Sun, 15 Apr 2018 20:00:00 -0400",Netflix Tops Revenue and Subscriber Estimates,0
169,NFLX,"Sun, 15 Apr 2018 20:00:00 -0400",Can Netflix compete against Disney?,0
170,NFLX,"Sun, 15 Apr 2018 20:00:00 -0400","Netflix earnings, subscriber growth beat Wall Street expectations",0
171,MSFT,"Thu, 26 Apr 2018 20:00:00 -0400","Jim Cramer on Microsoft, Chevron and Domino's Pizza",0
172,FB,"Thu, 26 Apr 2018 20:00:00 -0400",Facebook Warns of More Data Leaks,0
173,AMZN,"Wed, 25 Apr 2018 20:00:00 -0400",UPS CFO Richard Peretz Says Amazon Is an Important Partner,0
174,FB,"Wed, 25 Apr 2018 20:00:00 -0400",Who Is Facebook Founder And CEO Mark Zuckerberg?,0
175,FB,"Wed, 25 Apr 2018 20:00:00 -0400",Facebook Just Announced a Major Share Buyback Program,0
176,FB,"Wed, 25 Apr 2018 20:00:00 -0400",Hard to find negatives in Facebook's 1Q report: Dan Niles,0
177,MSFT,"Wed, 25 Apr 2018 20:00:00 -0400",Breaking Down Microsoft's Fiscal 3rd-Qtr Earnings,0
178,AMZN,"Wed, 25 Apr 2018 20:00:00 -0400","Amazon earnings more than double, stock price jumps",0
179,FB,"Wed, 25 Apr 2018 20:00:00 -0400",Facebook's 1Q results not impacted by data scandal,0
180,AAPL,"Tue, 24 Apr 2018 20:00:00 -0400",Tim Cook arrives at the White House for meeting with Trump,0
181,AMZN,"Tue, 24 Apr 2018 20:00:00 -0400",Will Amazon Bend the Cost Curve for Health Care?,0
182,AMZN,"Tue, 24 Apr 2018 20:00:00 -0400",Amazon Announces New Service That Will Deliver Packages To Your Car,0
183,FB,"Tue, 24 Apr 2018 20:00:00 -0400",Facebook Quarterly Earnings Beat Expectations,0
184,FB,"Tue, 24 Apr 2018 20:00:00 -0400",Facebook beats earnings expectations,0
185,AAPL,"Mon, 23 Apr 2018 20:00:00 -0400",Tech shares sell off,0
186,AMZN,"Mon, 23 Apr 2018 20:00:00 -0400",Tech shares sell off,0
187,FB,"Mon, 23 Apr 2018 20:00:00 -0400",Tech shares sell off,0
188,GOOG,"Mon, 23 Apr 2018 20:00:00 -0400",Tech shares sell off,0
189,AAPL,"Mon, 23 Apr 2018 20:00:00 -0400",Is the iPhone Supercycle Dead?,0
190,GOOG,"Mon, 23 Apr 2018 20:00:00 -0400","Alphabet, Coca-Cola, Caterpillar Reveal Earnings Season Will Be Awesome",0
191,GOOG,"Mon, 23 Apr 2018 20:00:00 -0400",What Is Different About Google's New Spending Surge?,0
192,AMZN,"Mon, 23 Apr 2018 20:00:00 -0400","Biswal, Duggal on Amazon's Hurdles to Entry in India",0
193,AMZN,"Mon, 23 Apr 2018 20:00:00 -0400",Which Tech Giant Has the Best Earnings Chart?,0
194,FB,"Mon, 23 Apr 2018 20:00:00 -0400",Which Tech Giant Has the Best Earnings Chart?,0
195,GOOG,"Mon, 23 Apr 2018 20:00:00 -0400",Which Tech Giant Has the Best Earnings Chart?,0
196,MSFT,"Mon, 23 Apr 2018 20:00:00 -0400",Which Tech Giant Has the Best Earnings Chart?,0
197,FB,"Mon, 23 Apr 2018 20:00:00 -0400",Kevin O'Leary: Social Media Overregulation Would Destroy Small Companies,0
198,AMZN,"Mon, 23 Apr 2018 20:00:00 -0400",Amazon will now deliver packages to your car,0
199,AMZN,"Sun, 22 Apr 2018 20:00:00 -0400",Amazon Expands D.C. Lobbying Influence as Business Grows,0
200,AMZN,"Sun, 22 Apr 2018 20:00:00 -0400",Fear Earnings From Big-Tech Names Like Google and Microsoft,0
201,FB,"Sun, 22 Apr 2018 20:00:00 -0400",Fear Earnings From Big-Tech Names Like Google and Microsoft,0
202,GOOG,"Sun, 22 Apr 2018 20:00:00 -0400",Fear Earnings From Big-Tech Names Like Google and Microsoft,0
203,MSFT,"Sun, 22 Apr 2018 20:00:00 -0400",Fear Earnings From Big-Tech Names Like Google and Microsoft,0
204,GOOG,"Sun, 22 Apr 2018 20:00:00 -0400","C3 IoT, Microsoft team up to bring AI to industrial 'Internet of Things'",0
205,MSFT,"Sun, 22 Apr 2018 20:00:00 -0400","C3 IoT, Microsoft team up to bring AI to industrial 'Internet of Things'",0
206,GOOG,"Sun, 22 Apr 2018 20:00:00 -0400",Alphabet First-Quarter Earnings Beats Estimates,0
207,FB,"Sun, 22 Apr 2018 20:00:00 -0400","What to Expect From Facebook, Twitter Earnings",0
208,AMZN,"Sun, 22 Apr 2018 20:00:00 -0400",When Will Amazon's Top-Secret Domestic Robots Be in Consumer Homes?,0
209,FB,"Sun, 22 Apr 2018 20:00:00 -0400",Google gathers more of your personal data than Facebook?,0
210,GOOG,"Sun, 22 Apr 2018 20:00:00 -0400",Google gathers more of your personal data than Facebook?,0
211,GOOG,"Sun, 22 Apr 2018 20:00:00 -0400",Alphabet 1Q EPS Beats Highest Estimate,0
212,GOOG,"Sun, 22 Apr 2018 20:00:00 -0400",Google parent company Alphabet beats revenue target,0
213,AAPL,"Mon, 07 May 2018 20:00:00 -0400",Apple inches closer to $1 trillion valuation,0
214,TSLA,"Mon, 07 May 2018 20:00:00 -0400",Jim Cramer: Elon Musk Would Do A Debt Deal If Tesla Needs Capital,0
215,GOOG,"Mon, 07 May 2018 20:00:00 -0400",Google's Duplex Assistant phone call blew my mind!,0
216,GOOG,"Mon, 07 May 2018 20:00:00 -0400","Google I/O 2018 highlights: Android P, Google Lens and AI",0
217,GOOG,"Mon, 07 May 2018 20:00:00 -0400",Google I/O 2018 keynote in 14 minutes,0
218,AAPL,"Sun, 06 May 2018 20:00:00 -0400","Jim Cramer on Warren Buffett, Apple, McDonald's, Yum! Brands and PayPal",0
219,MSFT,"Sun, 06 May 2018 20:00:00 -0400",Microsoft CEO Satya Nadella On The Cloud Computing Industry And The Future Of Microsoft,0
220,AAPL,"Sun, 06 May 2018 20:00:00 -0400",Bill Gates: Apple Is An 'Amazing' Company,0
221,MSFT,"Sun, 06 May 2018 20:00:00 -0400",Microsoft's Build 2018 keynote highlights,0
222,AMZN,"Sun, 06 May 2018 20:00:00 -0400","Amazon eyeing Washington, DC area for HQ2?",0
223,FB,"Thu, 03 May 2018 20:00:00 -0400",Will Facebook ever become an open marketplace?,0
224,AAPL,"Thu, 03 May 2018 20:00:00 -0400",Kraft Heinz continues to grow in changing waters of food industry,0
225,AAPL,"Thu, 03 May 2018 20:00:00 -0400",Berkshire Hathaway Bought 75 Million Apple Shares In Q1,0
226,AAPL,"Thu, 03 May 2018 20:00:00 -0400",Elon Musk's temperament a throwback to Steve Jobs?,0
227,TSLA,"Thu, 03 May 2018 20:00:00 -0400",Elon Musk's temperament a throwback to Steve Jobs?,0
228,TSLA,"Thu, 03 May 2018 20:00:00 -0400",Elon Musk's 5 Most Outrageous Moments From Tesla's Earnings Call,0
229,TSLA,"Wed, 02 May 2018 20:00:00 -0400",Breaking Down Elon Musk's One of a Kind Earnings Call,0
230,AAPL,"Wed, 02 May 2018 20:00:00 -0400",Steve Jobs Made 3 AM Phone Calls to Argue About Apple Ads,0
231,TSLA,"Wed, 02 May 2018 20:00:00 -0400",Is Elon Musk the right person to lead Tesla now?,0
232,AAPL,"Wed, 02 May 2018 20:00:00 -0400","Cramer on Apple, Tesla, ConAgra, Coupa and Dominion Energy",0
233,TSLA,"Wed, 02 May 2018 20:00:00 -0400","Cramer on Apple, Tesla, ConAgra, Coupa and Dominion Energy",0
